LOC123403204_1	LOC123403204
LOC123444563_1	LOC123444563
LOC123440334_1	LOC123440334
LOC123444565_1	LOC123444565
LOC123444567_1	LOC123444567
LOC123444568_1	LOC123444568
LOC123444569_1	LOC123444569
LOC123440336_1	LOC123440336
LOC123444570_1	LOC123444570
LOC123444571_1	LOC123444571
LOC123440338_1	LOC123440338
LOC123444572_1	LOC123444572
LOC123441945_1	LOC123441945
LOC123444573_1	LOC123444573
LOC123444574_1	LOC123444574
LOC123444576_1	LOC123444576
LOC123444577_1	LOC123444577
LOC123444578_1	LOC123444578
LOC123444579_1	LOC123444579
LOC123444580_1	LOC123444580
LOC123444581_1	LOC123444581
LOC123444585_1	LOC123444585
LOC123440341_1	LOC123440341
LOC123444586_1	LOC123444586
LOC123444588_1	LOC123444588
LOC123444587_1	LOC123444587
LOC123444589_1	LOC123444589
LOC123440342_1	LOC123440342
LOC123440343_1	LOC123440343
LOC123444591_1	LOC123444591
LOC123444594_1	LOC123444594
LOC123440346_1	LOC123440346
LOC123440347_1	LOC123440347
LOC123440348_1	LOC123440348
LOC123444595_1	LOC123444595
LOC123444596_1	LOC123444596
LOC123440349_1	LOC123440349
LOC123440350_1	LOC123440350
LOC123440352_1	LOC123440352
LOC123440354_1	LOC123440354
LOC123444597_1	LOC123444597
LOC123444597_2	LOC123444597
LOC123440355_1	LOC123440355
LOC123444599_1	LOC123444599
LOC123444598_1	LOC123444598
LOC123444600_1	LOC123444600
LOC123444601_1	LOC123444601
LOC123440356_1	LOC123440356
LOC123440357_1	LOC123440357
LOC123444603_1	LOC123444603
LOC123444604_2	LOC123444604
LOC123444604_1	LOC123444604
LOC123440360_1	LOC123440360
LOC123440361_1	LOC123440361
LOC123444605_1	LOC123444605
LOC123440362_1	LOC123440362
LOC123444606_1	LOC123444606
LOC123444608_1	LOC123444608
LOC123440363_1	LOC123440363
LOC123444609_1	LOC123444609
LOC123444610_1	LOC123444610
LOC123444611_1	LOC123444611
LOC123444612_1	LOC123444612
LOC123440370_1	LOC123440370
LOC123444613_2	LOC123444613
LOC123444613_1	LOC123444613
LOC123444614_1	LOC123444614
LOC123444616_1	LOC123444616
LOC123444617_1	LOC123444617
LOC123444619_1	LOC123444619
LOC123444620_1	LOC123444620
LOC123440372_1	LOC123440372
LOC123440375_1	LOC123440375
LOC123440376_1	LOC123440376
LOC123440379_1	LOC123440379
LOC123444621_1	LOC123444621
LOC123440381_1	LOC123440381
LOC123444622_1	LOC123444622
LOC123444623_1	LOC123444623
LOC123444623_2	LOC123444623
LOC123444624_1	LOC123444624
LOC123444626_1	LOC123444626
LOC123444625_1	LOC123444625
LOC123444627_1	LOC123444627
LOC123444628_1	LOC123444628
LOC123444630_1	LOC123444630
LOC123444629_1	LOC123444629
LOC123440386_1	LOC123440386
LOC123440387_1	LOC123440387
LOC123444633_1	LOC123444633
LOC123444637_1	LOC123444637
LOC123444636_1	LOC123444636
LOC123440391_1	LOC123440391
LOC123440392_1	LOC123440392
LOC123444638_1	LOC123444638
LOC123444639_1	LOC123444639
LOC123444641_1	LOC123444641
LOC123444642_1	LOC123444642
LOC123444643_1	LOC123444643
LOC123444644_1	LOC123444644
LOC123444645_1	LOC123444645
LOC123444646_1	LOC123444646
LOC123444648_1	LOC123444648
LOC123444649_2	LOC123444649
LOC123444649_1	LOC123444649
LOC123444651_1	LOC123444651
LOC123440394_1	LOC123440394
LOC123444657_1	LOC123444657
LOC123444653_1	LOC123444653
LOC123444655_1	LOC123444655
LOC123444652_1	LOC123444652
LOC123444656_1	LOC123444656
LOC123444658_1	LOC123444658
LOC123444663_1	LOC123444663
LOC123441959_1	LOC123441959
LOC123444669_1	LOC123444669
LOC123444670_1	LOC123444670
LOC123444671_1	LOC123444671
LOC123440396_1	LOC123440396
LOC123440397_1	LOC123440397
LOC123444674_1	LOC123444674
LOC123444675_1	LOC123444675
LOC123444676_1	LOC123444676
LOC123444678_1	LOC123444678
LOC123444677_1	LOC123444677
LOC123441965_1	LOC123441965
LOC123444679_1	LOC123444679
LOC123444680_1	LOC123444680
LOC123444682_1	LOC123444682
LOC123444683_1	LOC123444683
LOC123444684_1	LOC123444684
LOC123444685_1	LOC123444685
LOC123444686_1	LOC123444686
LOC123444688_1	LOC123444688
LOC123444689_1	LOC123444689
LOC123440402_1	LOC123440402
LOC123440403_1	LOC123440403
LOC123444690_1	LOC123444690
LOC123444693_1	LOC123444693
LOC123444694_1	LOC123444694
LOC123444698_1	LOC123444698
LOC123444696_1	LOC123444696
LOC123444699_1	LOC123444699
LOC123440404_1	LOC123440404
LOC123444700_1	LOC123444700
LOC123444701_1	LOC123444701
LOC123440412_1	LOC123440412
LOC123440413_1	LOC123440413
LOC123440416_1	LOC123440416
LOC123444704_1	LOC123444704
LOC123444705_1	LOC123444705
LOC123444707_1	LOC123444707
LOC123444707_2	LOC123444707
LOC123444709_1	LOC123444709
LOC123444708_1	LOC123444708
LOC123444712_1	LOC123444712
LOC123444713_1	LOC123444713
LOC123444714_1	LOC123444714
LOC123444715_1	LOC123444715
LOC123440421_1	LOC123440421
LOC123444717_1	LOC123444717
LOC123444716_1	LOC123444716
LOC123444718_1	LOC123444718
LOC123444719_1	LOC123444719
LOC123444721_1	LOC123444721
LOC123444720_1	LOC123444720
LOC123444722_1	LOC123444722
LOC123444723_1	LOC123444723
LOC123444724_1	LOC123444724
LOC123444726_1	LOC123444726
LOC123440428_1	LOC123440428
LOC123444727_1	LOC123444727
LOC123444728_1	LOC123444728
LOC123440429_1	LOC123440429
LOC123441979_1	LOC123441979
LOC123444732_2	LOC123444732
LOC123444732_1	LOC123444732
LOC123440434_1	LOC123440434
LOC123440435_1	LOC123440435
LOC123444734_1	LOC123444734
LOC123444736_1	LOC123444736
LOC123444737_1	LOC123444737
LOC123444738_1	LOC123444738
LOC123444739_1	LOC123444739
LOC123444740_1	LOC123444740
LOC123440438_1	LOC123440438
LOC123444742_1	LOC123444742
LOC123444741_1	LOC123444741
LOC123440440_1	LOC123440440
LOC123444743_1	LOC123444743
LOC123444744_1	LOC123444744
LOC123444745_1	LOC123444745
LOC123444747_1	LOC123444747
LOC123440442_1	LOC123440442
LOC123444748_1	LOC123444748
LOC123444749_1	LOC123444749
LOC123444750_1	LOC123444750
LOC123444751_1	LOC123444751
LOC123440443_1	LOC123440443
LOC123444752_1	LOC123444752
LOC123444753_1	LOC123444753
LOC123444754_1	LOC123444754
LOC123444756_1	LOC123444756
LOC123444758_1	LOC123444758
LOC123440446_1	LOC123440446
LOC123444759_1	LOC123444759
LOC123444760_1	LOC123444760
LOC123444761_1	LOC123444761
LOC123444762_1	LOC123444762
LOC123440451_1	LOC123440451
LOC123444763_1	LOC123444763
LOC123444764_1	LOC123444764
LOC123444764_2	LOC123444764
LOC123444765_1	LOC123444765
LOC123444767_1	LOC123444767
LOC123444768_1	LOC123444768
LOC123444769_1	LOC123444769
LOC123440453_1	LOC123440453
LOC123444770_1	LOC123444770
LOC123440457_1	LOC123440457
LOC123440461_1	LOC123440461
LOC123444773_1	LOC123444773
LOC123444771_1	LOC123444771
LOC123444774_1	LOC123444774
LOC123444776_1	LOC123444776
LOC123444775_1	LOC123444775
LOC123444778_1	LOC123444778
LOC123444780_1	LOC123444780
LOC123444779_1	LOC123444779
LOC123444781_1	LOC123444781
LOC123444783_1	LOC123444783
LOC123440466_1	LOC123440466
LOC123440467_1	LOC123440467
LOC123441991_1	LOC123441991
LOC123444784_2	LOC123444784
LOC123444784_1	LOC123444784
LOC123444787_1	LOC123444787
LOC123444786_1	LOC123444786
LOC123444785_1	LOC123444785
LOC123440469_1	LOC123440469
LOC123444788_1	LOC123444788
LOC123444790_1	LOC123444790
LOC123444792_1	LOC123444792
LOC123444793_1	LOC123444793
LOC123440472_1	LOC123440472
LOC123444796_1	LOC123444796
LOC123444795_1	LOC123444795
LOC123440474_1	LOC123440474
LOC123444797_1	LOC123444797
LOC123444798_1	LOC123444798
LOC123444801_1	LOC123444801
LOC123444800_1	LOC123444800
LOC123440477_1	LOC123440477
LOC123444802_1	LOC123444802
LOC123444803_1	LOC123444803
LOC123444804_1	LOC123444804
LOC123444807_1	LOC123444807
LOC123444808_1	LOC123444808
LOC123444810_1	LOC123444810
LOC123444811_1	LOC123444811
LOC123440479_1	LOC123440479
LOC123440481_1	LOC123440481
LOC123444813_1	LOC123444813
LOC123440482_1	LOC123440482
LOC123444814_1	LOC123444814
LOC123444815_1	LOC123444815
LOC123444818_1	LOC123444818
LOC123444819_1	LOC123444819
LOC123440484_1	LOC123440484
LOC123440485_1	LOC123440485
LOC123440487_1	LOC123440487
LOC123440488_1	LOC123440488
LOC123444821_1	LOC123444821
LOC123440490_1	LOC123440490
LOC123440492_1	LOC123440492
LOC123440494_1	LOC123440494
LOC123444822_1	LOC123444822
LOC123444823_1	LOC123444823
LOC123444824_1	LOC123444824
LOC123444825_1	LOC123444825
LOC123444826_1	LOC123444826
LOC123440499_1	LOC123440499
LOC123442002_1	LOC123442002
LOC123444828_1	LOC123444828
LOC123440500_1	LOC123440500
LOC123444829_1	LOC123444829
LOC123440501_1	LOC123440501
LOC123444830_1	LOC123444830
LOC123440507_1	LOC123440507
LOC123444833_1	LOC123444833
LOC123444837_1	LOC123444837
LOC123444839_1	LOC123444839
LOC123444840_2	LOC123444840
LOC123444840_1	LOC123444840
LOC123444840_3	LOC123444840
LOC123440509_1	LOC123440509
LOC123444841_1	LOC123444841
LOC123444842_1	LOC123444842
LOC123444843_1	LOC123444843
LOC123440510_1	LOC123440510
LOC123444844_1	LOC123444844
LOC123444848_1	LOC123444848
LOC123444847_1	LOC123444847
LOC123444849_1	LOC123444849
LOC123444850_1	LOC123444850
LOC123444852_1	LOC123444852
LOC123444853_1	LOC123444853
LOC123444856_1	LOC123444856
LOC123440513_1	LOC123440513
LOC123444857_1	LOC123444857
LOC123444858_1	LOC123444858
LOC123444860_1	LOC123444860
LOC123444861_2	LOC123444861
LOC123444861_1	LOC123444861
LOC123440514_1	LOC123440514
LOC123440515_1	LOC123440515
LOC123440516_1	LOC123440516
LOC123444864_1	LOC123444864
LOC123444865_1	LOC123444865
LOC123440517_1	LOC123440517
LOC123440518_1	LOC123440518
LOC123440519_1	LOC123440519
LOC123440519_2	LOC123440519
LOC123440520_1	LOC123440520
LOC123444866_1	LOC123444866
LOC123444867_1	LOC123444867
LOC123440522_1	LOC123440522
LOC123444868_1	LOC123444868
LOC123444870_1	LOC123444870
LOC123444869_1	LOC123444869
LOC123444871_1	LOC123444871
LOC123444872_1	LOC123444872
LOC123444873_1	LOC123444873
LOC123440523_1	LOC123440523
LOC123444875_1	LOC123444875
LOC123440524_1	LOC123440524
LOC123444877_1	LOC123444877
LOC123444878_1	LOC123444878
LOC123440527_1	LOC123440527
LOC123444880_1	LOC123444880
LOC123444881_1	LOC123444881
LOC123444882_1	LOC123444882
LOC123444885_1	LOC123444885
LOC123444883_1	LOC123444883
LOC123444886_1	LOC123444886
LOC123444887_1	LOC123444887
LOC123444888_1	LOC123444888
LOC123444889_1	LOC123444889
LOC123444890_1	LOC123444890
LOC123440529_1	LOC123440529
LOC123444891_1	LOC123444891
LOC123444894_1	LOC123444894
LOC123444892_1	LOC123444892
LOC123444895_1	LOC123444895
LOC123444896_1	LOC123444896
LOC123444898_1	LOC123444898
LOC123444897_1	LOC123444897
LOC123444900_1	LOC123444900
LOC123444899_1	LOC123444899
LOC123444902_1	LOC123444902
LOC123444901_1	LOC123444901
LOC123444903_1	LOC123444903
LOC123444905_1	LOC123444905
LOC123444906_1	LOC123444906
LOC123444907_1	LOC123444907
LOC123444908_1	LOC123444908
LOC123444909_1	LOC123444909
LOC123444910_1	LOC123444910
LOC123440532_1	LOC123440532
LOC123444911_1	LOC123444911
LOC123440534_1	LOC123440534
LOC123444913_1	LOC123444913
LOC123444914_1	LOC123444914
LOC123444916_1	LOC123444916
LOC123440535_1	LOC123440535
LOC123440536_1	LOC123440536
LOC123440537_1	LOC123440537
LOC123444919_1	LOC123444919
LOC123444917_1	LOC123444917
LOC123444918_1	LOC123444918
LOC123440539_1	LOC123440539
LOC123444920_1	LOC123444920
LOC123444921_1	LOC123444921
LOC123444926_1	LOC123444926
LOC123444927_1	LOC123444927
LOC123444928_1	LOC123444928
LOC123444929_1	LOC123444929
LOC123444930_1	LOC123444930
LOC123444931_1	LOC123444931
LOC123444931_2	LOC123444931
LOC123440541_1	LOC123440541
LOC123444932_1	LOC123444932
LOC123444934_1	LOC123444934
LOC123440543_1	LOC123440543
LOC123444935_1	LOC123444935
LOC123444936_1	LOC123444936
LOC123440545_1	LOC123440545
LOC123440546_1	LOC123440546
LOC123444937_1	LOC123444937
LOC123440547_1	LOC123440547
LOC123444939_1	LOC123444939
LOC123444938_1	LOC123444938
LOC123444940_1	LOC123444940
LOC123444941_1	LOC123444941
LOC123444942_2	LOC123444942
LOC123444942_1	LOC123444942
LOC123444944_1	LOC123444944
LOC123444945_1	LOC123444945
LOC123444947_1	LOC123444947
LOC123444950_2	LOC123444950
LOC123444950_1	LOC123444950
LOC123444952_2	LOC123444952
LOC123444952_1	LOC123444952
LOC123444953_1	LOC123444953
LOC123440548_1	LOC123440548
LOC123444954_1	LOC123444954
LOC123444955_1	LOC123444955
LOC123440550_1	LOC123440550
LOC123444956_1	LOC123444956
LOC123444957_1	LOC123444957
LOC123444959_1	LOC123444959
LOC123440553_1	LOC123440553
LOC123444960_1	LOC123444960
LOC123444961_1	LOC123444961
LOC123440555_1	LOC123440555
LOC123444963_1	LOC123444963
LOC123444962_1	LOC123444962
LOC123444964_1	LOC123444964
LOC123444965_1	LOC123444965
LOC123444967_1	LOC123444967
LOC123444968_1	LOC123444968
LOC123444970_1	LOC123444970
LOC123444969_1	LOC123444969
LOC123440557_1	LOC123440557
LOC123444971_1	LOC123444971
LOC123444971_2	LOC123444971
LOC123444971_3	LOC123444971
LOC123444972_2	LOC123444972
LOC123444972_1	LOC123444972
LOC123444974_1	LOC123444974
LOC123444976_1	LOC123444976
LOC123444977_1	LOC123444977
LOC123444978_1	LOC123444978
LOC123444980_1	LOC123444980
LOC123444979_1	LOC123444979
LOC123444981_1	LOC123444981
LOC123444983_1	LOC123444983
LOC123444984_1	LOC123444984
LOC123440563_1	LOC123440563
LOC123440564_1	LOC123440564
LOC123444985_1	LOC123444985
LOC123444986_1	LOC123444986
LOC123444988_1	LOC123444988
LOC123444988_2	LOC123444988
LOC123444989_1	LOC123444989
LOC123444990_1	LOC123444990
LOC123444992_1	LOC123444992
LOC123440573_1	LOC123440573
LOC123440574_1	LOC123440574
LOC123444993_1	LOC123444993
LOC123440575_1	LOC123440575
LOC123444994_1	LOC123444994
LOC123440576_1	LOC123440576
LOC123440578_1	LOC123440578
LOC123440579_1	LOC123440579
LOC123440582_1	LOC123440582
LOC123444995_1	LOC123444995
LOC123440583_1	LOC123440583
LOC123440584_1	LOC123440584
LOC123444997_1	LOC123444997
LOC123444996_1	LOC123444996
LOC123440585_1	LOC123440585
LOC123444998_1	LOC123444998
LOC123444999_1	LOC123444999
LOC123440586_1	LOC123440586
LOC123445002_1	LOC123445002
LOC123445004_1	LOC123445004
LOC123445005_1	LOC123445005
LOC123445006_1	LOC123445006
LOC123445007_1	LOC123445007
LOC123445009_1	LOC123445009
LOC123440589_1	LOC123440589
LOC123445012_1	LOC123445012
LOC123445010_1	LOC123445010
LOC123445013_1	LOC123445013
LOC123445015_1	LOC123445015
LOC123445016_1	LOC123445016
LOC123445018_1	LOC123445018
LOC123445019_1	LOC123445019
LOC123445020_1	LOC123445020
LOC123445024_1	LOC123445024
LOC123445022_1	LOC123445022
LOC123445025_2	LOC123445025
LOC123445025_1	LOC123445025
LOC123445026_1	LOC123445026
LOC123440599_1	LOC123440599
LOC123445027_1	LOC123445027
LOC123440600_1	LOC123440600
LOC123445030_1	LOC123445030
LOC123445029_1	LOC123445029
LOC123445032_1	LOC123445032
LOC123445034_1	LOC123445034
LOC123445033_1	LOC123445033
LOC123445037_1	LOC123445037
LOC123445036_1	LOC123445036
LOC123445038_1	LOC123445038
LOC123445039_1	LOC123445039
LOC123445045_1	LOC123445045
LOC123445046_1	LOC123445046
LOC123440602_1	LOC123440602
LOC123440604_1	LOC123440604
LOC123445048_1	LOC123445048
LOC123445049_1	LOC123445049
LOC123445051_1	LOC123445051
LOC123445052_1	LOC123445052
LOC123445053_1	LOC123445053
LOC123445054_1	LOC123445054
LOC123440606_1	LOC123440606
LOC123445056_1	LOC123445056
LOC123445058_1	LOC123445058
LOC123445059_1	LOC123445059
LOC123445060_1	LOC123445060
LOC123445061_1	LOC123445061
LOC123445062_1	LOC123445062
LOC123445064_1	LOC123445064
LOC123445063_1	LOC123445063
LOC123445065_1	LOC123445065
LOC123440607_1	LOC123440607
LOC123440608_1	LOC123440608
LOC123440610_1	LOC123440610
LOC123440614_1	LOC123440614
LOC123445069_1	LOC123445069
LOC123440616_1	LOC123440616
LOC123445070_1	LOC123445070
LOC123445071_1	LOC123445071
LOC123440618_1	LOC123440618
LOC123445072_1	LOC123445072
LOC123445073_1	LOC123445073
LOC123445074_1	LOC123445074
LOC123445075_1	LOC123445075
LOC123445076_1	LOC123445076
LOC123445078_1	LOC123445078
LOC123445080_1	LOC123445080
LOC123445079_1	LOC123445079
LOC123440619_1	LOC123440619
LOC123445082_1	LOC123445082
LOC123445087_1	LOC123445087
LOC123445085_1	LOC123445085
LOC123445089_1	LOC123445089
LOC123440621_1	LOC123440621
LOC123445091_1	LOC123445091
LOC123445092_1	LOC123445092
LOC123445093_1	LOC123445093
LOC123440624_1	LOC123440624
LOC123440625_1	LOC123440625
LOC123445094_1	LOC123445094
LOC123440627_1	LOC123440627
LOC123445096_1	LOC123445096
LOC123445099_1	LOC123445099
LOC123445100_1	LOC123445100
LOC123445098_1	LOC123445098
LOC123445101_1	LOC123445101
LOC123445102_1	LOC123445102
LOC123445103_1	LOC123445103
LOC123445104_1	LOC123445104
LOC123445105_1	LOC123445105
LOC123445107_1	LOC123445107
LOC123440628_1	LOC123440628
LOC123440629_1	LOC123440629
LOC123440630_1	LOC123440630
LOC123445111_1	LOC123445111
LOC123445112_1	LOC123445112
LOC123445113_1	LOC123445113
LOC123445114_1	LOC123445114
LOC123445115_1	LOC123445115
LOC123445117_1	LOC123445117
LOC123445118_1	LOC123445118
LOC123445119_1	LOC123445119
LOC123445121_1	LOC123445121
LOC123445122_1	LOC123445122
LOC123445123_1	LOC123445123
LOC123445124_1	LOC123445124
LOC123445128_1	LOC123445128
LOC123445127_1	LOC123445127
LOC123445126_1	LOC123445126
LOC123445129_1	LOC123445129
LOC123445130_1	LOC123445130
LOC123440632_1	LOC123440632
LOC123445132_1	LOC123445132
LOC123445131_1	LOC123445131
LOC123445133_1	LOC123445133
LOC123445134_1	LOC123445134
LOC123445137_1	LOC123445137
LOC123445138_1	LOC123445138
LOC123445139_1	LOC123445139
LOC123445140_2	LOC123445140
LOC123445140_1	LOC123445140
LOC123445141_1	LOC123445141
LOC123440637_1	LOC123440637
LOC123440640_1	LOC123440640
LOC123445142_1	LOC123445142
LOC123445143_1	LOC123445143
LOC123445144_1	LOC123445144
LOC123440646_1	LOC123440646
LOC123440647_1	LOC123440647
LOC123440649_1	LOC123440649
LOC123440650_1	LOC123440650
LOC123440651_1	LOC123440651
LOC123440652_1	LOC123440652
LOC123445145_1	LOC123445145
LOC123445147_1	LOC123445147
LOC123445148_1	LOC123445148
LOC123445149_1	LOC123445149
LOC123442054_1	LOC123442054
LOC123445153_1	LOC123445153
LOC123445154_1	LOC123445154
LOC123440653_1	LOC123440653
LOC123440654_1	LOC123440654
LOC123440655_1	LOC123440655
LOC123445155_1	LOC123445155
LOC123445156_1	LOC123445156
LOC123440656_1	LOC123440656
LOC123445158_1	LOC123445158
LOC123445160_1	LOC123445160
LOC123445161_1	LOC123445161
LOC123440658_1	LOC123440658
LOC123440658_2	LOC123440658
LOC123445164_1	LOC123445164
LOC123445162_1	LOC123445162
LOC123440660_1	LOC123440660
LOC123445165_1	LOC123445165
LOC123440661_1	LOC123440661
LOC123445166_1	LOC123445166
LOC123440662_1	LOC123440662
LOC123445169_1	LOC123445169
LOC123445168_1	LOC123445168
LOC123445171_1	LOC123445171
LOC123440665_1	LOC123440665
LOC123440666_1	LOC123440666
LOC123445172_1	LOC123445172
LOC123445173_1	LOC123445173
LOC123445174_1	LOC123445174
LOC123445175_1	LOC123445175
LOC123445176_1	LOC123445176
LOC123445180_1	LOC123445180
LOC123440671_1	LOC123440671
LOC123445182_1	LOC123445182
LOC123445181_1	LOC123445181
LOC123442060_1	LOC123442060
LOC123445183_1	LOC123445183
LOC123445184_1	LOC123445184
LOC123445185_1	LOC123445185
LOC123440674_1	LOC123440674
LOC123440675_1	LOC123440675
LOC123445187_1	LOC123445187
LOC123440676_1	LOC123440676
LOC123440677_1	LOC123440677
LOC123445190_1	LOC123445190
LOC123445189_1	LOC123445189
LOC123442062_1	LOC123442062
LOC123445193_1	LOC123445193
LOC123445195_1	LOC123445195
LOC123445196_1	LOC123445196
LOC123440681_1	LOC123440681
LOC123445197_1	LOC123445197
LOC123445198_1	LOC123445198
LOC123445200_1	LOC123445200
LOC123445202_1	LOC123445202
LOC123440684_1	LOC123440684
LOC123445204_1	LOC123445204
LOC123445204_2	LOC123445204
LOC123445206_1	LOC123445206
LOC123445203_1	LOC123445203
LOC123445207_1	LOC123445207
LOC123445208_1	LOC123445208
LOC123445209_1	LOC123445209
LOC123445211_1	LOC123445211
LOC123440685_1	LOC123440685
LOC123440686_1	LOC123440686
LOC123445212_1	LOC123445212
LOC123445213_1	LOC123445213
LOC123445214_1	LOC123445214
LOC123440687_1	LOC123440687
LOC123440688_1	LOC123440688
LOC123445216_1	LOC123445216
LOC123445217_1	LOC123445217
LOC123440689_1	LOC123440689
LOC123445218_1	LOC123445218
LOC123445219_1	LOC123445219
LOC123445220_1	LOC123445220
LOC123445221_1	LOC123445221
LOC123445223_1	LOC123445223
LOC123445225_1	LOC123445225
LOC123445226_1	LOC123445226
LOC123445227_1	LOC123445227
LOC123445229_1	LOC123445229
LOC123440701_1	LOC123440701
LOC123445231_1	LOC123445231
LOC123445232_1	LOC123445232
LOC123445233_1	LOC123445233
LOC123445234_1	LOC123445234
LOC123445235_1	LOC123445235
LOC123445236_1	LOC123445236
LOC123445239_1	LOC123445239
LOC123440707_1	LOC123440707
LOC123445240_1	LOC123445240
LOC123445241_1	LOC123445241
LOC123440709_1	LOC123440709
LOC123440710_1	LOC123440710
LOC123445243_1	LOC123445243
LOC123445245_1	LOC123445245
LOC123445246_1	LOC123445246
LOC123445248_1	LOC123445248
LOC123445250_1	LOC123445250
LOC123445251_1	LOC123445251
LOC123440714_1	LOC123440714
LOC123445254_1	LOC123445254
LOC123445255_1	LOC123445255
LOC123445256_1	LOC123445256
LOC123445257_1	LOC123445257
LOC123445259_1	LOC123445259
LOC123440715_1	LOC123440715
LOC123440716_1	LOC123440716
LOC123445261_1	LOC123445261
LOC123445264_2	LOC123445264
LOC123445264_1	LOC123445264
LOC123445266_1	LOC123445266
LOC123445268_1	LOC123445268
LOC123445268_2	LOC123445268
LOC123445270_1	LOC123445270
LOC123445271_1	LOC123445271
LOC123445272_1	LOC123445272
LOC123440720_1	LOC123440720
LOC123445273_1	LOC123445273
LOC123445274_1	LOC123445274
LOC123445275_1	LOC123445275
LOC123445276_1	LOC123445276
LOC123445278_1	LOC123445278
LOC123445280_1	LOC123445280
LOC123440723_1	LOC123440723
LOC123440725_1	LOC123440725
LOC123445281_1	LOC123445281
LOC123445283_1	LOC123445283
LOC123445284_1	LOC123445284
LOC123445285_1	LOC123445285
LOC123445288_1	LOC123445288
LOC123445289_1	LOC123445289
LOC123445291_1	LOC123445291
LOC123445293_1	LOC123445293
LOC123445292_1	LOC123445292
LOC123445295_1	LOC123445295
LOC123445299_1	LOC123445299
LOC123445302_1	LOC123445302
LOC123445303_2	LOC123445303
LOC123445303_1	LOC123445303
LOC123440732_1	LOC123440732
LOC123445304_1	LOC123445304
LOC123445305_1	LOC123445305
LOC123445306_1	LOC123445306
LOC123445307_1	LOC123445307
LOC123440735_1	LOC123440735
LOC123445308_1	LOC123445308
LOC123445310_1	LOC123445310
LOC123445309_1	LOC123445309
LOC123445312_1	LOC123445312
LOC123445313_1	LOC123445313
LOC123445314_1	LOC123445314
LOC123445315_1	LOC123445315
LOC123445316_1	LOC123445316
LOC123445317_1	LOC123445317
LOC123445318_1	LOC123445318
LOC123445320_1	LOC123445320
LOC123445321_1	LOC123445321
LOC123445323_1	LOC123445323
LOC123445324_1	LOC123445324
LOC123445325_1	LOC123445325
LOC123440744_1	LOC123440744
LOC123445328_1	LOC123445328
LOC123445327_1	LOC123445327
LOC123445330_1	LOC123445330
LOC123445331_1	LOC123445331
LOC123440749_1	LOC123440749
LOC123445334_1	LOC123445334
LOC123445335_1	LOC123445335
LOC123440753_1	LOC123440753
LOC123445336_1	LOC123445336
LOC123440759_1	LOC123440759
LOC123440760_1	LOC123440760
LOC123445337_1	LOC123445337
LOC123445338_1	LOC123445338
LOC123445339_1	LOC123445339
LOC123442091_1	LOC123442091
LOC123445341_1	LOC123445341
LOC123445342_1	LOC123445342
LOC123445343_1	LOC123445343
LOC123445344_2	LOC123445344
LOC123445344_1	LOC123445344
LOC123440766_1	LOC123440766
LOC123440770_1	LOC123440770
LOC123440771_1	LOC123440771
LOC123440772_1	LOC123440772
LOC123445347_1	LOC123445347
LOC123445350_1	LOC123445350
LOC123440777_1	LOC123440777
LOC123440778_1	LOC123440778
LOC123440779_1	LOC123440779
LOC123440780_1	LOC123440780
LOC123440781_1	LOC123440781
LOC123440782_1	LOC123440782
LOC123440785_1	LOC123440785
LOC123440787_1	LOC123440787
LOC123440788_1	LOC123440788
LOC123445351_1	LOC123445351
LOC123445353_1	LOC123445353
LOC123440789_1	LOC123440789
LOC123445354_1	LOC123445354
LOC123445355_1	LOC123445355
LOC123445356_1	LOC123445356
LOC123445357_1	LOC123445357
LOC123445358_1	LOC123445358
LOC123445359_1	LOC123445359
LOC123445360_1	LOC123445360
LOC123440792_1	LOC123440792
LOC123445362_1	LOC123445362
LOC123445363_1	LOC123445363
LOC123445364_1	LOC123445364
LOC123440793_1	LOC123440793
LOC123445365_1	LOC123445365
LOC123445366_1	LOC123445366
LOC123445368_1	LOC123445368
LOC123445367_1	LOC123445367
LOC123445369_1	LOC123445369
LOC123445370_1	LOC123445370
LOC123440806_1	LOC123440806
LOC123445371_1	LOC123445371
LOC123445373_1	LOC123445373
LOC123440809_1	LOC123440809
LOC123440810_1	LOC123440810
LOC123445374_1	LOC123445374
LOC123445375_1	LOC123445375
LOC123440815_1	LOC123440815
LOC123445377_1	LOC123445377
LOC123445379_1	LOC123445379
LOC123445380_1	LOC123445380
LOC123445382_1	LOC123445382
LOC123445383_1	LOC123445383
LOC123445385_1	LOC123445385
LOC123445384_1	LOC123445384
LOC123440825_1	LOC123440825
LOC123445386_1	LOC123445386
LOC123445387_1	LOC123445387
LOC123445388_1	LOC123445388
LOC123440829_1	LOC123440829
LOC123440830_1	LOC123440830
LOC123445389_1	LOC123445389
LOC123445390_1	LOC123445390
LOC123445391_1	LOC123445391
LOC123440832_1	LOC123440832
LOC123440833_1	LOC123440833
LOC123440834_1	LOC123440834
LOC123440836_1	LOC123440836
LOC123445393_1	LOC123445393
LOC123445394_1	LOC123445394
LOC123445398_1	LOC123445398
LOC123445396_1	LOC123445396
LOC123445399_1	LOC123445399
LOC123445400_1	LOC123445400
LOC123442131_1	LOC123442131
LOC123440838_1	LOC123440838
LOC123440840_1	LOC123440840
LOC123440841_1	LOC123440841
LOC123445403_1	LOC123445403
LOC123445404_1	LOC123445404
LOC123445404_2	LOC123445404
LOC123440854_1	LOC123440854
